actor,blurb,country,director,id,images,lang,name,player_list,remarks,score,type,update,year
,因自神时代以前就传承下来的【神月祭】而沸腾的　　迷宫都市 欧拉丽——　　身为【小新秀】给都市带来热闹的冒险者贝尔·克朗尼　　及其主神赫斯缇雅，正置身于这喧嚣当中。　　将夜晚的黑暗照亮，并淡淡地覆盖在各色各样的摊位和集会　　以及都市全体之上的月光。　　距离都市的喧嚣极为遥远的高空中，月亮静静地伫立，只是在那里等待着。　　等待着英雄的诞生，以及全新冒险谭的开始——,,,1215,https://tva2.sinaimg.cn/orj360/00858VDpgy1h00f72pc5nj334n4f8qv6.jpg,,在地下城寻求邂逅是否搞错了什么？俄里翁之箭,"[{'name': '主线路', 'url': '剧场版$omofun-581b5560ca58cd64'}]",,7.0,"动作,冒险,剧情,日漫",2022-03-06 20:12:33,2019
,某天，被移送至人工岛之一“MERMAID”的少女处女守刚在岛上醒来，就突然遭到了某人的袭击。拯救了陷入险境的守的，是新近被移送来的少女·敷岛魅零。但敌人的追击并未停止，魅零和守渐渐被逼入绝境。在感觉到已经走投无路的时候，魅零吻上了守的双唇，守的身体被耀眼的光芒所包围。将化作锐利长刀的守紧握在手中，魅零开始了反击……,日本,金子拓,949,http://TVA1.sinaimg.cn/large/0085VwIlgy1gse6pk2wlqj60fk0m8ac102.jpg,日语,女武神驱动,"[{'name': '主线路', 'url': '第01集$omofun-faed8b28d250c971#第02集$omofun-17f55535ad79af5c#第03集$omofun-293a8503533304c1#第04集$omofun-1fb6c743e1dec91f#第05集$omofun-1897284e84e7c068#第06集$omofun-42ca69613096ff3f#第07集$omofun-016add2e37826fbd#第08集$omofun-34fd099e7d03a0b4#第09集$omofun-fe2f51c4422cb7b2#第10集$omofun-f60b408caaedf1ef#第11集$omofun-3b638e8a74256b01#第12集$omofun-f703681602bc7d29'}, {'name': '临时线路', 'url': '第01集$https://m3u8.omofun.tv/dm1/nwsqd/1.m3u8#第02集$https://m3u8.omofun.tv/dm1/nwsqd/2.m3u8#第03集$https://m3u8.omofun.tv/dm1/nwsqd/3.m3u8#第04集$https://m3u8.omofun.tv/dm1/nwsqd/4.m3u8#第05集$https://m3u8.omofun.tv/dm1/nwsqd/5.m3u8#第06集$https://m3u8.omofun.tv/dm1/nwsqd/6.m3u8#第07集$https://m3u8.omofun.tv/dm1/nwsqd/7.m3u8#第08集$https://m3u8.omofun.tv/dm1/nwsqd/8.m3u8#第09集$https://m3u8.omofun.tv/dm1/nwsqd/9.m3u8#第10集$https://m3u8.omofun.tv/dm1/nwsqd/10.m3u8#第11集$https://m3u8.omofun.tv/dm1/nwsqd/11.m3u8#第12集$https://m3u8.omofun.tv/dm1/nwsqd/12.m3u8'}]",,3.0,"战斗,恋爱,动漫,日漫",2022-01-22 20:11:26,2015
,加油！同期酱，傲娇的同期酱？？放开她，我可以……,日本,,902,https://tva3.sinaimg.cn/large/008kBpBlgy1gu9lzhu6zyj605i07n0sv02.jpg,日语,加油！同期酱,"[{'name': '主线路', 'url': '第01集$omofun-afc065d07eea2de3#第02集$omofun-11be24db463046e6#第03集$omofun-c340a1dad4a61097#第04集$omofun-2f7ddd5940041577#第05集$omofun-2756dfa9036c4339#第06集$omofun-f55ea04cf78c6ac1#第07集$omofun-564324309926300f#第08集$omofun-e037954a32cd26f6#第09集$omofun-657e1a7a415013b7#第10集$omofun-b0d3df9fde78b9d9#第11集$omofun-fe583c3f0d821033#第12集$omofun-add68d1c78c0c970'}]",,10.0,"恋爱,治愈,动漫,日漫",2022-01-22 20:11:18,2021
,故事从一艘黑夜中的赌船开始……男主角，伊藤开司，浑浑噩噩，一事无成，因为好心替人做了担保而背负上了数百万债务。为偿还欠款，开司接受怂恿上了一艘名为“希望之船”的渡轮，为的是参加一次神秘赌局，一旦获胜，就能将欠款一笔勾销。上到贼船后开司才发现，参与者多是如自己一般的失败青年。然后主办方便开出了赌局的规则：参与者须以标着“石头，剪刀，布”的扑克为道具，夺取对手身上的星星标志，赌局结束时，扑克牌未用完或星星少于三颗者将失去资格，而参赛初所能向主办方借贷的巨款，也成为让他们盈利或逃生的重要因素……,日本,,1305,https://tva4.sinaimg.cn/mw2000/00858VDpgy1h0c3p1b91kj30dw0k6dhx.jpg,,赌博默示录,"[{'name': '主线路', 'url': '第01集$omofun-df9fe63f0da4c5af#第02集$omofun-423fa706c3401553#第03集$omofun-666d5f11d9a52dea#第04集$omofun-7de7b569837ba227#第05集$omofun-a06ef2f15c2e4cde#第06集$omofun-e12f0498f7df3cd2#第07集$omofun-54b5ebe4d5cada28#第08集$omofun-15ba3da1be521175#第09集$omofun-f73e31bbc20ebf70#第10集$omofun-8f3504c100e4c13f#第11集$omofun-374ffc5902d82822#第12集$omofun-0199cb52bcdccb09#第13集$omofun-2ed58b2f6b9fc227#第14集$omofun-5fc4401f935f3f1b#第15集$omofun-77ba2b5df12245e8#第16集$omofun-e13c0250c04f0ea9#第17集$omofun-d0b9ab07456c07fb#第18集$omofun-01c70834685a8617#第19集$omofun-a5e1c89317f0e066#第20集$omofun-6b3981b1204aaafb#第21集$omofun-386f4c7ca5376b40#第22集$omofun-8c6439b3165c0627#第23集$omofun-1837f33f96eeddfe#第24集$omofun-7b1eadf6f84ef02b#第25集$omofun-9418c908a3678927#第26集$omofun-27c1578d3463d8de'}]",,9.1,动作 / 动画,2022-03-16 22:55:02,2007
,時は仮想19世紀末。　　悲劇を嘆く弱い心によって呼び出された魂を、魔導式ボディに閉じ込めることで作られるAKUMAは、殺戮を繰り返すだけの殺人兵器となり、　　さらなる恐怖と悲劇を生み続けることで進化していく。AKUMAを製造するのは、世界の終焉を目論む千年伯爵率いる「ノアの一族」。　　そのAKUMAを破壊できる唯一の存在が「黒の教団」率いるエクソシストたち。　　はるか昔から続く両者の戦いは、何者かに筋書きされた「裏」の真実があった…。,日本,,1835,https://tva2.sinaimg.cn/mw2000/00858VDpgy1h2a9zt023sj31711p4b29.jpg,日语,驱魔少年 圣徒,"[{'name': '主线路', 'url': '第01集$omofun-cb78dc017164ff76#第02集$omofun-b8493e45888d5fb7#第03集$omofun-01cbfc8716bfe30b#第04集$omofun-8ce2bb450bce4fca#第05集$omofun-fd99d4f9dc8800a2#第06集$omofun-b8a773677f8f3b3f#第07集$omofun-93ea58c1006606a9#第08集$omofun-298f9fad972397c8#第09集$omofun-37889e9358eba09a#第10集$omofun-9c6399e186a67cd5#第11集$omofun-f61bb92cffc1945c#第12集$omofun-502cf636fcb8a287#第13集$omofun-2876e639c82dcd58'}]",,10.0,热血,2022-05-16 15:27:09,2016
,「一骑当千」是在「月刊Comic Gum」上连载的、由塩崎雄二创作的人气漫画，作品讲述了一群以「三国志」中各路英雄为名，被称为斗士的高中生美少女的格斗故事。曾经推出过三部TV版的「一骑当千」，将在4月播出第4季「一骑当千XX(XTREME XECUTOR)」。在三国志中为人熟知的马超将在TV版第4季中首度登场，另外还有其他原创角色出现，当然美少女之间充满魅力的战斗也会变得越来越激烈。　　【STORY】　　由孙策伯符率领的南阳学院与刘备玄德的成都学院结成了同盟，与魔王曹操孟德的许昌学院展开了赤壁,日本,,1714,https://tva3.sinaimg.cn/mw690/0082dDRogy1h1uzjryyuxj30bu0glwg6.jpg,日语,一骑当千 XTREME XECUTOR,"[{'name': '主线路', 'url': '第01集$omofun-3976e5dfb22ea4f1#第02集$omofun-aea5ffe7fba31e91#第03集$omofun-9543782e007a12f7#第04集$omofun-6e68ef6bf272f83a#第05集$omofun-8bb244d85c4e3ce0#第06集$omofun-d2021a99ab03ec0a#第07集$omofun-92cb166726349f65#第08集$https://yuncache.52e.cc/resources/omofun/20220703/db290253f28aa519826ba76ae552f2850e7d355a.m3u8#第09集$omofun-dc0766d1c861a5af#第10集$omofun-f994409cb3aa201e#第11集$omofun-e620387d2e0833a5#第12集$omofun-e4b3cac36efc104a'}]",,6.4,剧情 / 动画,2022-05-03 10:02:49,2010
,描绘了迷你偶像们闪闪发光、萌点满满的日常生活，动画中的角色将涵盖已登场的46名偶像全员。,日本,まんきゅう,373,http://tva1.sinaimg.cn/large/0085VwIlgy1gsqrpdjjplj60hs0p5nl002.jpg,日语,偶像大师 SideM 事出有因Mini!,"[{'name': '临时线路', 'url': '第01集$https://1400307455.vod2.myqcloud.com/ff1e61ffvodcq1400307455/3c8827323701925919486703379/faYHIDN9LCEA.mp4#第02集$https://1400307455.vod2.myqcloud.com/ff1e61ffvodcq1400307455/3c8827303701925919486703377/yhKyZA5YkDgA.mp4#第03集$https://1400307455.vod2.myqcloud.com/ff1e61ffvodcq1400307455/3a4858d03701925919486619173/yEpMZM7RcQQA.mp4#第04集$https://1400307455.vod2.myqcloud.com/ff1e61ffvodcq1400307455/3cbf09d63701925919486734676/oVljaUZMXs0A.mp4#第05集$https://1400307455.vod2.myqcloud.com/ff1e61ffvodcq1400307455/3a4858d23701925919486619175/nu6vQeC36wkA.mp4#第06集$https://1400307455.vod2.myqcloud.com/ff1e61ffvodcq1400307455/3a4858d13701925919486619174/vIhFXKaQBykA.mp4#第07集$https://1400307455.vod2.myqcloud.com/ff1e61ffvodcq1400307455/3c88274b3701925919486703381/d1jAe6VKZ9kA.mp4#第08集$https://1400307455.vod2.myqcloud.com/ff1e61ffvodcq1400307455/3c8837a93701925919486703730/OQ2VkYgDc0YA.mp4#第09集$https://1400307455.vod2.myqcloud.com/ff1e61ffvodcq1400307455/3a4869503701925919486619533/q56rTkScTioA.mp4#第10集$https://1400307455.vod2.myqcloud.com/ff1e61ffvodcq1400307455/3a4858cf3701925919486619172/vj8AWoYFJEcA.mp4#第11集$https://1400307455.vod2.myqcloud.com/ff1e61ffvodcq1400307455/3cbf09d53701925919486734675/SKC2hfaBHAQA.mp4#第12集$https://1400307455.vod2.myqcloud.com/ff1e61ffvodcq1400307455/3c88272f3701925919486703376/Z4N9vNc8gOUA.mp4'}]",,1.0,"搞笑,动漫,日漫",2022-01-22 20:09:14,2018
,月野艺能事务所旗下的两组偶像团体―Six Gravity（通称：Gravi）与Procellarum（通称：Procella），是互相竞争的兄弟团体。 他们住在东京都内的月野宿舍，共同生活著，并以新人偶像之姿互相竞争、切磋奋斗著！ 男孩们努力进行偶像活动时的闪耀姿态，以及平凡日常生活中的真实样貌，都在此呈现。,日本,西本由纪夫,534,http://tva1.sinaimg.cn/large/0085VwIlgy1gt5qlpqdjtj60nl0xcjwq02.jpg,日语,月歌 第二季,"[{'name': '临时线路', 'url': '第01集$https://1251316161.vod2.myqcloud.com/5f6ddb64vodsh1251316161/e177dab55285890808426390388/sWenoI3MJocA.mp4#第02集$https://1251316161.vod2.myqcloud.com/29fe1275vodbj1251316161/e64e9db15285890808630269256/fr3lgnBOVKQA.mp4#第03集$https://1251316161.vod2.myqcloud.com/29fe1275vodbj1251316161/8f2acf745285890808860036658/4eOmbBWaqCcA.mp4#第04集$https://1251316161.vod2.myqcloud.com/29fe1275vodbj1251316161/75d7c3d95285890809231985288/O4mAjQfWXQQA.mp4#第05集$https://1251316161.vod2.myqcloud.com/29fe1275vodbj1251316161/6382e6145285890809448875302/6u6MijkuaV4A.mp4#第06集$https://1251316161.vod2.myqcloud.com/29fe1275vodbj1251316161/afbe26f85285890809724657077/hIoNWRiMf7sA.mp4#第07集$https://1251316161.vod2.myqcloud.com/29fe1275vodbj1251316161/100780aa5285890810083071884/QM18lcTS3AMA.mp4#第08集$https://1251316161.vod2.myqcloud.com/29fe1275vodbj1251316161/1a308f565285890810368229795/r52QUi1dVbIA.mp4#第09集$https://1251316161.vod2.myqcloud.com/5f6ddb64vodsh1251316161/69ed8ed45285890810810886576/IphMP8f0plEA.mp4#第10集$https://1251316161.vod2.myqcloud.com/5f6ddb64vodsh1251316161/225c69c45285890811106964042/A6wnKDp3GiYA.mp4#第11集$https://1251316161.vod2.myqcloud.com/5f6ddb64vodsh1251316161/c364d8ef5285890811407553982/f3VWH3lpPJwA.mp4#第12集$https://1251316161.vod2.myqcloud.com/5f6ddb64vodsh1251316161/52e3bbb55285890811718229767/mPKxX4DfRlcA.mp4#第13集$https://1251316161.vod2.myqcloud.com/5f6ddb64vodsh1251316161/fe0018645285890812062531554/2Y0Il8zwfgAA.mp4'}]",,5.0,"音乐,动漫,日漫",2022-01-22 20:09:51,2020
,杉元佐一为了得到大量的黄金，来到了昔日淘金热潮盛行的北海道。机缘巧合下他得知了隐藏著阿依努人庞大财宝的线索......在充满威严的大自然中，和许多凶恶的死刑犯、以及爱奴少女相遇，寻找黄金的生存竞争正式开幕!!!,日本,难波日登志,558,http://tva1.sinaimg.cn/large/0085VwIlgy1gt5rnsbxd4j60p50zkjwp02.jpg,日语,黃金神威 第三季,"[{'name': '临时线路', 'url': '第01集$https://1251316161.vod2.myqcloud.com/007a649dvodcq1251316161/5bc0680c5285890808343227571/wy0IPsq0TCQA.mp4#第02集$https://1251316161.vod2.myqcloud.com/007a649dvodcq1251316161/99598f015285890808551323211/PNXP0ESkBGYA.mp4#第03集$https://1251316161.vod2.myqcloud.com/007a649dvodcq1251316161/42c9a5905285890808804423539/zXwCjCObocgA.mp4#第04集$https://1251316161.vod2.myqcloud.com/5f6ddb64vodsh1251316161/cdf4ba485285890809168135212/sK056cBkBFMA.mp4#第05集$https://1251316161.vod2.myqcloud.com/5f6ddb64vodsh1251316161/6b8e41b05285890809421683319/GYPdEV7u248A.mp4#第06集$https://1251316161.vod2.myqcloud.com/5f6ddb64vodsh1251316161/e19722355285890809728591640/lEWqwI86MIkA.mp4#第07集$https://1251316161.vod2.myqcloud.com/007a649dvodcq1251316161/bd664c3a5285890809938834093/vhva4oD2rCIA.mp4#第08集$https://1251316161.vod2.myqcloud.com/007a649dvodcq1251316161/6e77736a5285890810335220987/a62YiV2mukMA.mp4#第09集$https://1251316161.vod2.myqcloud.com/007a649dvodcq1251316161/127507a95285890810582420575/HdUsId8u43gA.mp4#第10集$https://1251316161.vod2.myqcloud.com/007a649dvodcq1251316161/ca88af735285890810920868258/CvsmqAsrKVYA.mp4#第11集$https://1251316161.vod2.myqcloud.com/007a649dvodcq1251316161/8972e6a95285890811213158629/Oi8BHu8lsSEA.mp4#第12集$https://1251316161.vod2.myqcloud.com/007a649dvodcq1251316161/045b84865213833187215647087/I01adU9NhPEA.mp4'}]",,4.0,"冒险,战斗,动漫,日漫",2022-01-22 20:09:55,2020
,女主人公有马一花是一名普通的高中生。一天她偶遇了一名通勤路上突然身体不适的上班族天草亮。心地善良的一花毫不吝啬的将自己的便当送给了他。天草亮被女孩的纯真温柔所打动，瞬间坠入了爱河。于是对有马一花展开了强烈的恋爱攻势。精英上班族×普通宅女高中生的恋爱喜剧就此开幕！,日本,中山奈緒美,648,http://tva1.sinaimg.cn/large/0085VwIlgy1gt8cs3svfkj60jh0rkdlz02.jpg,日语,如果这叫爱情感觉会很恶心,"[{'name': '临时线路', 'url': '第01集$https://sf1-ttcdn-tos.pstatp.com/obj/tos-cn-v-0004/b0fe33a4e45d45a1b3427b53bc53442f?partNumber#第02集$https://sf1-ttcdn-tos.pstatp.com/obj/tos-cn-v-0004/cc08bfaec49c452da3df90f8f2d0ba6f?partNumber#第03集$https://sf1-ttcdn-tos.pstatp.com/obj/tos-cn-v-0004/b3d9d09505a14279adc63b08bcd58143?partNumber#第04集$https://sf1-ttcdn-tos.pstatp.com/obj/tos-cn-v-0004/c34d76322c0e4272918a408cf28dcc03#第05集$https://sf1-ttcdn-tos.pstatp.com/obj/tos-cn-v-0004/c9e192a8621a4f62ae3dec19aaa0719c#第06集$https://sf1-ttcdn-tos.pstatp.com/obj/tos-cn-v-0004/50ed8fb9fccd4750933c7a06257fb0a2#第07集$https://sf1-ttcdn-tos.pstatp.com/obj/tos-cn-v-0004/4cfacfb967e74c56a6f58e8e6be89432?partNumber#第08集$https://sf1-ttcdn-tos.pstatp.com/obj/tos-cn-v-0004/8aa65ccee0134375ba5df084eae26765?partNumber#第09集$https://sf1-ttcdn-tos.pstatp.com/obj/tos-cn-v-0004/9ca28019bb9e4dd1bd4e4b793a0cdcdf#第10集$https://sf1-ttcdn-tos.pstatp.com/obj/tos-cn-v-0004/94695b5bdb1a419f847e841aa63ec6e3#第11集$https://sf1-ttcdn-tos.pstatp.com/obj/tos-cn-v-0004/f7cbe6927f0c4c4296519e2214740da0#第12集$https://sf1-ttcdn-tos.pstatp.com/obj/tos-cn-v-0004/fb9126eaf18f45e4a9ada9282f0cd6da?partNumber'}]",,10.0,"校园,恋爱,动漫,日漫",2022-01-22 20:10:18,2021
,《一騎當千》是日本漫畫家鹽崎雄二的作品之一，2000年首度在漫畫雜誌《月刊ComicGUM》連載，至2003年改編為動畫，分別於7月30日至10月22日，及10月2日到12月25日，分別在AT-X及神奈川電視台播出。　　故事講述封印著中國三國時代人物的勾玉輾轉流落到日本，並散落在高中學生手上，持有勾玉的人被稱為「鬥士」，他們會繼承勾玉人物，為統一天下而戰鬥。人物被冠以日本化的中國名字，院校也使用了當時中國的地名，主角為17歲的女高中生「孫策伯符」。　　由於在女子格鬥的場面中，經常出現裸體鏡頭，,日本,,1711,https://tva4.sinaimg.cn/mw690/0082dDRogy1h1uz6hfxcwj30jo0rsjw0.jpg,日语,一骑当千,"[{'name': '主线路', 'url': '第01集$omofun-65655478d531eefc#第02集$omofun-ae3d0be496f042c6#第03集$omofun-fa7c66d96141a7d8#第04集$omofun-b8c2680e87612ceb#第05集$omofun-5c19311240f7341f#第06集$omofun-ec8c29c31a8461a0#第07集$omofun-90be8ed310cc39f1#第08集$omofun-2798ef801f75d8eb#第09集$omofun-c4329f74a4f9ea58#第10集$omofun-c264aa3c4710bdf3#第11集$omofun-5d78d5a2b09bc422#第12集$omofun-eedee44874bcb426#第13集$omofun-dc79f5c4d697b8af'}]",,6.3,剧情 / 喜剧 / 动画 / 惊悚 / 奇幻 / 冒险,2022-05-03 09:50:14,2003
,故事讲述孙策伯符带领着南阳学院一行人前往京都展开”集锷旅行“，而在京都戴着”刀之锷“的继承了战国武将之魂的全新斗士等待着他们，一场以京都地区为舞台的全新战斗即将展开。剧情与动画正篇并没有太大关联，是类似于番外的一集。,日本,,1717,https://tva3.sinaimg.cn/mw690/0082dDRogy1h1uzt1y490j30jr0rsn0s.jpg,日语,一骑当千 集锷斗士血风录,"[{'name': '主线路', 'url': 'OVA$https://yuncache.52e.cc/resources/omofun/20220703/05a6731354d269d5ac6eecf0df8a798384b80136.m3u8'}]",,6.0,"奇幻,校园,百合,战斗,日本动漫",2022-05-03 10:11:51,2011
,故事讲述了居无定所、没有工作、自称是“神”的穿着运动衫的夜斗与普通的初三女生壹岐日和因为一次意外的事故而结缘，并由此展开的一系列奇幻冒险故事。 在此岸与彼岸的交界处，八百万神明和服侍他们的死灵——神器，以及被称为妖的魑魅魍魉一同生活着。 某天，普通的女初中生一岐日和因一个意外而遇到了居无定所、没有工作、自称是“神”的穿着运动衫的夜斗。当然，此话不假，夜斗正是没有神社供奉、缺少香火的落魄神明，因为性格缺陷，导致手下的神器纷纷跳槽。怀抱“受万民景仰”这个伟大的他，只好只身在此岸与彼岸间徘徊，为五元（日语中“五,日本,田村耕太郎,71,http://tva1.sinaimg.cn/large/0085VwIlgy1gsah1zrq1tj60dw0jmabi02.jpg,日语,野良神,"[{'name': '主线路', 'url': '第01集$omofun-bc6a6cbea44cb02d#第02集$omofun-f700b07b84189e25#第03集$omofun-03c1f1c043d50113#第04集$omofun-14f937e930803710#第05集$omofun-78c684d5474a1370#第06集$omofun-50b9d07f278bd9b4#第07集$omofun-f40133865b6ad865#第08集$omofun-3c3922ccfbfa3126#第09集$omofun-7abff4351006c6c8#第10集$omofun-b074d266d0929528#第11集$omofun-762941ca9dd0b7d1#第12集$omofun-6921d3376bca3029'}, {'name': '临时线路', 'url': '第01集$https://m3u8.omofun.tv/dm1/yls1/1.m3u8#第02集$https://m3u8.omofun.tv/dm1/yls1/2.m3u8#第03集$https://m3u8.omofun.tv/dm1/yls1/3.m3u8#第04集$https://m3u8.omofun.tv/dm1/yls1/4.m3u8#第05集$https://m3u8.omofun.tv/dm1/yls1/5.m3u8#第06集$https://m3u8.omofun.tv/dm1/yls1/6.m3u8#第07集$https://m3u8.omofun.tv/dm1/yls1/7.m3u8#第08集$https://m3u8.omofun.tv/dm1/yls1/8.m3u8#第09集$https://m3u8.omofun.tv/dm1/yls1/9.m3u8#第10集$https://m3u8.omofun.tv/dm1/yls1/10.m3u8#第11集$https://m3u8.omofun.tv/dm1/yls1/11.m3u8#第12集$https://m3u8.omofun.tv/dm1/yls1/12.m3u8'}]",,10.0,"搞笑,战斗,恋爱,冒险,奇幻,动漫,日漫",2022-01-22 20:08:02,2014
,自幼感情极好的乙骨忧太与祈本里香约好长大后要结婚，却不料里香因死亡车祸化为强大怨灵依附在忧太身边，为此所苦的忧太一心求死，之后在五条悟的带领下进入咒术高专结识了新同学：禅院真希、狗卷棘与熊猫，他决定在这里找到活下去的自信并解除里香的诅咒。意欲夺取里香强大怨灵力量的夏油杰宣布在12月24日举行「百鬼夜行」，在新宿与京都释出上千个诅咒。面临如此重大浩劫，忧太能否阻止夏油的野心并解开里香的诅咒？,目前全网只有枪版修复,,1138,https://tva1.sinaimg.cn/mw2000/00858VDpgy1gzjvi1ghlkj31471kwwu1.jpg,日语,咒术回战0 剧场版,"[{'name': 'app全局播放器', 'url': 'PV$omofun-889dcd291d2a514a'}]",暂无高清,8.0,"热血,战斗,动漫,日漫",2022-02-20 12:43:19,2021
,时间缓缓流淌，16岁的东京少女松前绪花（伊藤加奈惠 配音）在外婆（久保田民绘 配音）经营的温泉旅馆喜翠庄度过了一段快乐而难忘的时光。石川县迎来秋高气爽的时节，和仓结名（户松遥 配音）被福屋老板娘拜托来到喜翠屋修行，这个快乐外向的女孩令这里增添不少的生气。结名在打扫时不小心弄乱存放杂物的房间，绪花赶来收拾时，偶然发现了一本豆丁爷爷的日记。令她颇感意外的是，里面记录了母亲皋月（本田贵子 配音）年轻时候的叛逆经历，以及她在十数年前与外婆争吵、和绪花的父亲邂逅的往事。　　本片为P.A.Works公司成立十周,日本,,1570,https://tva1.sinaimg.cn/mw690/0082dDRogy1h1j0u1znsvj30u016gwkm.jpg,日语,花开伊吕波剧场版：甜蜜的家,"[{'name': '主线路', 'url': '剧场版$omofun-3a06a57f0150378c'}]",,8.6,剧情 / 喜剧 / 动画,2022-04-23 01:40:25,2013
,在乡下长大的女高中生凉海日和，喜欢跑步。擅长的项目是跨栏赛跑。　　为了进入有田径部的学校，离开了家乡，进入东京的樱丘高中。　　偶然间发现了超高人气的校园偶像组合“LIP×LIP”染谷勇次郎和柴崎爱藏竟然是自己的同班同学，并目击到了两人和在荧幕上所播放的形象完全不同的表现，并且正在以不满的表情互相瞪着对方。　　我对偶像没兴趣，也不想和这么可怕的人扯上关系。　　明明是这样想的…“为什么我要当这两个人的见习经纪人！？”　　去东京的目的是田径部的社团活动并且与新认识的朋友服部树里和中村千鹤一,日本,,1488,https://tva1.sinaimg.cn/mw2000/00858VDpgy1h12t8ijopzj313o1jktw0.jpg,日语,身为女主角！～被讨厌的女主角与秘密的工作～,"[{'name': '主线路', 'url': '第01集$omofun-8256bd096a4be747#第02集$omofun-e819f5be6cc311ed#第03集$omofun-95c86c2026b1dd50#第04集$omofun-f0530ec7ccf6b17a#第05集$omofun-1c21f506e275b85b#第06集$omofun-22ffad5422b361d8#第07集$omofun-1441ef215d2feb0b#第08集$omofun-e2537befa6f75fb2#第09集$omofun-0b4bdd6ae0b362e4#第10集$omofun-55bce0fbbb6e9663#第11集$https://yuncache.52e.cc/resources/omofun/20220703/74e79d74780c0117fcfb2155203269f0bf6a16f4.m3u8#第12集$omofun-9f4f5147f3eb15b2'}]",全12集,8.0,"动漫,日漫,日常,萌系",2022-04-09 01:09:37,2022
,日本伊豆群岛中有一个名为六轩岛的岛屿，该岛是富豪右代宫家的私人领土，有关于该岛的流言从未停息。一条游轮正向岛屿驶来，船上乘坐的均为右代宫家族的族人，他们来到六轩岛，是为了参加一年一度的家族会议。岛主右代宫金藏（麦人 配音）因沉迷于黑魔法研究和酗酒身体早已不堪重负，族人们此行正是为了讨论他巨额遗产的分割问题而来。表面上和气的亲戚们，每个人的心中都打着有利于自己的算盘。作为次男家的独子，战人（小野大辅 配音）抬头望去，海猫在天空中盘旋，暴风雨就快要来了。　　岛上发生了猎奇杀人事件，自私的族人们接二连三,日本,,1980,https://tva2.sinaimg.cn/mw2000/0082dDRogy1h3urbhoyo5j30dw0jl75i.jpg,日语,海猫鸣泣之时,"[{'name': '主线路', 'url': '第01集$omofun-a2918a00b3ada303#第02集$omofun-33edf0ac39a4ab00#第03集$omofun-481137944fdd51ff#第04集$omofun-d08337480e57a8f3#第05集$omofun-76f0e7fa2563d152#第06集$omofun-5b83e5cc87f0cdfa#第07集$omofun-6aab0f4e9feff2f8#第08集$omofun-bc2630725adc0ba8#第09集$omofun-ab1578f2ee8dc10f#第10集$omofun-9d06a68db5f05e6f#第11集$omofun-35637c9de0996ec8#第12集$omofun-c5d1f310594f2ea2#第13集$omofun-60fee4cc209fb481#第14集$omofun-70a4b3b02ed518c7#第15集$https://yuncache.52e.cc/resources/omofun/20220704/7a3c40ba79c94d1ee2e36ebd970ad92d5d7502ba.m3u8#第16集$omofun-64d9aedf844fd0e9#第17集$omofun-5c7f0832bf50b2b4#第18集$omofun-48b5eed8b069a3f1#第19集$omofun-c74e1eb7c41646bb#第20集$omofun-21af46359cc5d96a#第21集$omofun-ac33b087ad738293#第22集$omofun-6a4a5b17b6932a9d#第23集$omofun-a723e6b4f3a0100a#第24集$omofun-2aee60f402709a83#第25集$omofun-7cb38d2ace09d850#第26集$omofun-aaeaaed38819169c'}]",,7.2,剧情 / 动画 / 悬疑 / 惊悚 / 恐怖 / 奇幻,2022-07-04 11:58:33,2009
,勇者雷欧·德蒙哈德靠一己之力，独自击败了魔王军四天王和魔王，成功拯救了世界。但是，勇者的强大也会对迎接和平世界的人类构成威胁。最终，畏惧雷欧的人们将他逐出圣都。失去了地位、名誉和住处，彷徨的雷欧来到了——即将没落的魔王军！？一心隐藏身份，在新的职场上奋斗的(原)勇者，不仅亲手协助重建残破不堪魔王军，甚至想要重建整个世界！？,日本,,1450,https://tva1.sinaimg.cn/mw2000/00858VDpgy1h0vlpclmhtj30p30zk42m.jpg,,勇者辞职不干了,"[{'name': '主线路', 'url': ''}]",更新至第13集,8.0,本番不再提供播放！,2022-04-02 19:29:32,2022
,突袭世界的大灾难“第二次冲击”后，世界在废墟之上重建。14岁的少年碇真嗣被父亲碇元渡叫到第3新东京市。本以为能见到父亲迎接的他，却见到名为“使徒”的巨大生物与军队交火。危急之下，特务机关NERV的葛成美里将真嗣救下，并将其带往碇元渡所统领的NERV总部。但迎接真嗣的，却是是父亲冷酷地命令：驾驶称为“EVA”的巨大人型机器人与使徒战斗。　　本已表示拒绝的真嗣，看到重伤的替补驾驶员绫波丽后，决定遵从父亲的命令。就这样，从未受过作战训练的真嗣，准备驾驶EVA初号机迎战使徒。　　世界的命运托付在了一位年仅,,,1165,https://tva2.sinaimg.cn/mw2000/00858VDpgy1gzqy5a2malj31pt2c6e0s.jpg,,福音战士新剧场版：序,"[{'name': '主线路', 'url': '剧场版$omofun-d34cbc318399be63'}]",,9.0,剧情 / 科幻 / 动画,2022-02-26 15:38:08,2007
